,Hasil-Stemming,sentiment,sentiment_score
1189,Salute the commitment of Ganjar Mahfud to continue to educate Indonesians,netral,0.0
1190,Ganjar Pranowo everywhere warmly welcomes the great people of Mahfud,postif,0.7
1191,ganjar student heroes to lead the struggle at the level of the Indonesian education system,netral,0.0
1192,Ganjar Pranowo is proof of the fight against poor access to education,negatif,-0.4
1193,may the program really exist,postif,0.2
1194,Ganjar Pranowo's spirit against the poor encourages positive change Ganjar Mahfud creates brightness,negatif,-0.08636363636363638
1195,Ganjar Pranowo Mahfud MD chooses to bring hope to the Indonesian people,netral,0.0
1196,Ganjar Pranowo is really great Mahfud uses great mods,postif,0.8
1197,ganjar Pranowo he cares about education and is suitable for the great leader Mahfud,postif,0.675
1198,friendly spirit of this people,postif,0.375
1199,move forward with the spirit of ganjar and support,netral,0.0
1200,Gusraharjo Ganjar Pranowo is cool bro Ganjar Pranowo my lord the people are number one great Mahfud,postif,0.575
1201,lead well role model wise ganjar,postif,0.7
1202,Pranowo's ganjar is a great success Mahfud's ganjar is great,postif,0.6333333333333334
1203,Ganjar Pranowo Mahfud MD hopes to create a conducive investment climate for the growth of the business sector,netral,0.0
1204,WB TNI Polri Kapookkk,netral,0.0
1205,tweet facility please come on let's have a free debate theme throw around a hot issue correct clarification,postif,0.325
1206,young people Ganjar Pranowo bring positive innovation to the command,postif,0.16363636363636364
1207,the community will be punished,netral,0.0
1208,Ganjar Pranowo understands good investment education,postif,0.7
1209,personal nature Ganjar Pranowo to lead understand the urgency of the level of prosperity Educate Ganjar Mahfud let's fight,netral,0.0
1210,Cak Imin PKB defends Gus during the special session,postif,0.35714285714285715
1211,Sis Frey Ganjar Pranowo Ideafest the spirit of Gangar forms the creativity of the children of advanced nations Mahfud,postif,0.4
1212,Undergraduate poor family program innovative solutions to social inequality Ganjar Pranowo Mahfud MD success,postif,0.10833333333333332
1213,Ganjar Pranowo a figure who brings the spirit of the world of Indonesian politics Kalvin,netral,0.0
1214,simply ganjar the presidential candidate truly the people,netral,0.0
1215,Ganjar Pranowo Mahfud MD supports the progressive healthy program so that the FHM nation can move forward,postif,0.5
1216,fighter who can't edit banter like yesterday he broke it better change gb call it later you make a fuss the world can't stand it,postif,0.25
1217,It's really exciting like living in someone's house and sleeping in the living room,postif,0.3
1218,the rain recedes the intention of the people to meet is immediately ganjared very cool healthy healthy,postif,0.48500000000000004
1219,ganjar pranowo is brave ganjar feels directly in life work should be given a great thumbs up mahfud,postif,0.5666666666666668
1220,a figure who leads the service of the simple people the people of Gangar,netral,0.0
1221,ganjar Pranowo wow good prayers great ganjar Mahfud,postif,0.5333333333333333
1222,I hope you are healthy ganjar your colleagues,postif,0.5
1223,staying at the residents' house and having breakfast with the residents means understanding directly about the community's life the future of the residents can get a good solution Joss Gandos,postif,0.26666666666666666
1224,Ganjar Pranowo Mahfud MD thank you for your commitment to a healthy level of society good luck with your steps,postif,0.6
1225,Ganjar Pranowo continues to be a pioneer in building a healthy village health center doctor with an inspiring vision,postif,0.3
1226,Ganjar Pranowo leads the commitment to bring change Ganjar Mahfud's education puts hope in strengthening the country's commitment,netral,0.0
1227,going to the people's house is ganjaring,netral,0.0
1228,Hey support Amen respond to personal names abuse of TNI personnel vulnerable people just need to be seriously injured act,negatif,-0.27777777777777773
1229,ganjar Pranowo directly ganjar the simple great-hearted figure Mahfud,postif,0.05
1230,Ganjar Pranowo Mahfud MD installed to bring forward the spirit of progress for Indonesian students,netral,0.0
1231,Kiki Daliyo Ganjar Pranowo's determination to actively promote understanding of Pancasila values ​​is great Mahfud,postif,0.33333333333333337
1232,Ganjar Pranowo Liciartia original cool hopefully Indonesia is a space for young people Mahfud's great creativity,postif,0.40625
1233,Ganjar Pranowo thank God for the great Ganjar Mahfud's thanks,postif,0.5
1234,with real warmth the simple leader ganjars the citizens,postif,0.1
1235,Thank God for the friendship with Sri Sultan,netral,0.0
1236,Ganjar Pranowo's comment was dead vulnerable to allegations of being beaten by TNI soldiers,negatif,-0.35
1237,cool ganjar no wrong choice to lead,postif,0.3
1238,Ganjar Pranowo continues to commit to healthy people in the village health center program doctor's steps,postif,0.2
1239,Citizens feel that there is a ganjar for leading simple power,netral,0.0
1240,Ganjar Pranowo Mahfud MD is great it doesn't smell like Kadrun is great Mahfud,postif,0.8
1241,Visiting residents' hometowns gives them moments full of happiness,postif,0.5249999999999999
1242,Ganjar Pranowo Mahfud MD picture of economic status limit results,postif,0.2
1243,Nikulsg Ganjar Pranowo Alam Gangar continues to maintain Mahfud's great spirit of integrity,postif,0.8
1244,jellicent ganjars Pranowo for opinion ganjars Mahfud's great people's service,postif,0.8
1245,ganjar pranowo hopefully clean water will be available thanks to help ganjar maximum benefit for the great community of Mahfud,postif,0.4416666666666667
1246,Ganjar Pranowo is an example of leading the world as proof that students achieve their dreams,netral,0.0
1247,lead the people to give a warm welcome to local residents,postif,0.4666666666666666
1248,ganjar happy heart,postif,0.8
1249,Ganjar Pranowo a figure who teaches students the key to success,postif,0.15
1250,success ganjars healthy greetings winning numbers,postif,0.43333333333333335
1251,Ganjar Pranowo is proof that education is the key to opening the door to success looking at the economic background Ganjar Mahfud continues the spirit at the national level,postif,0.16666666666666666
1252,ganjar visiting residents with warm smiles of enthusiasm,postif,0.6
1253,People's friends came down when people heard complaints about people's problems and immediately punished them for their behavior,negatif,-0.15555555555555559
1254,thank you boyolali peace greetings,netral,0.0
1255,ganjar pranowo ganjar mahfud great mahfud,postif,0.8
1256,Pandampamungkas Ganjar Pranowo is one of Mahfud's great figures,postif,0.8
1257,Rnurdiantoro Ganjar Pranowo Rosiannahi son of the great great father Mahfud,postif,0.8
1258,seru itu nginep rame rame obrol sampai enggak sadar larut,netral,0.0
1259,Mneaning Ganjar Pranowo Rosiannahi is really true Alam Gangar is a great adult Mahfud,postif,0.4166666666666667
1260,ganjar pranowo choose ganjar ganjar manifestation support lead be brave fight corruption gratification level great command mahfud,postif,0.8
1261,fully support the ganjar of Pranowo Mahfud MD's commitment to poor innovative education programs,postif,0.04999999999999999
1262,Ganjar Pranowo Prof. Mahfud MD choose to lead the direction of the country lead with dedication and care for the people,netral,0.0
1263,RI presidential candidate Ganjar Pranowo Mahfud MD Investment legal regulations are easy to understand,postif,0.31666666666666665
1264,Ganjar Pranowo's vocational program is a real commitment to alternative quality education in society,postif,0.25
1265,Bospurwa Ganjar Pranowo Tacky came mostly expecting a pure gift to support the great GP Mahfud,postif,0.5047619047619047
1266,Ganjar Pranowo Gangar I understand that's really good Mahfud,postif,0.7
1267,ganjar Pranowo ganjar Pimpin you will miss Mahfud greatly,postif,0.8
1268,Ganjar Pranowo Mahfud MD Tandem brings positive change for national development,postif,0.22727272727272727
1269,Ganjar Pranowo leads a good track record in taking Indonesia in the direction,postif,0.7
1270,Pranowo is great Mahfud,postif,0.8
1271,Ganjar Pranowo Happy Wedding Anniversary Gangar Ma'am Atikoh May Allah Ganhara's family amen be great Mahfud,postif,0.8
1272,ganjar pranowo mahfud md moga example program for the poor kinant district,negatif,-0.4
1273,Bdoel Ganjar Pranowo Akunhl Koteka Nakula Urrangawak Dennisauya Renahoston you are the great representative of Gangar Mahfud,postif,0.8
1274,ganjar Pranowo to lead the nation's perspective,netral,0.0
1275,Inspiration for Ganjar Pranowo's way of life please change positively let's support Ganjar Mahfud Wujud Slmdst,postif,0.22727272727272727
1276,Ganjar Pranowo village program community health center doctor the meaning of people's prosperity fully supports manganese,negatif,-0.1
1277,Dare to ganjar Pranowo against an opponent who lacks inspiration,netral,0.0
1278,ganjar Pranowo youth creativity Mahfud's great care asset,postif,0.8
1279,Marissaauliaa young people choose to ganjar Pranowo the great Mahfud,postif,0.45
1280,Ganjar Pranowo presses to protect one nation and build smooth roads. This is a great problem for Mahfud,postif,0.6000000000000001
1281,people think they will choose Mahfud's great ganjar,postif,0.8
1282,consolidated event wins Ganjar Mahfud Ganjar Pranowo story of the phenomenon of diotatik survey believes Ganjar Mahfud wins people with money enthusiastic their spirit continues to be hot,postif,0.3625
1283,Mahfud's great nichnach,postif,0.8
1284,anti-climactic method of looking for gimmicks bored of seeing gimmicks all the time,negatif,-0.5
1285,anakkolong ri amin aman amin indonesia adil makmur,netral,0.0
1286,Ganjar Pranowo is determined to support the creativity of the advanced youth of the great country Mahfud,postif,0.6000000000000001
1287,ganjar Pranowo a figure who leads the people who cares about education,netral,0.0
1288,Joseph Sumpadnor Ganjar Pranowo Univ Pasundan the people's fence the great people Mahfud,postif,0.8
1289,wrong level of the sky if it can be avoided it can be both,negatif,-0.5
1290,ganjar Pranowo may he be in a good place with Allah the great Mahfud,postif,0.75
1291,Ganjar Pranowo Mahfud MD has changed the face of Indonesian education inclusive and fair,postif,0.7
1292,love leads the rain,postif,0.5
1293,Ganjar Pranowo's life background believes in leading the successful community of Ganjar Mahfud,postif,0.75
1294,Break up Gangar Pranowo is here to help the country's poor families the bachelor's poor family program breaks through Gangar Mahfud good luck,negatif,-0.03333333333333336
